sku_canonical,description,price,sku,currency,unit,from_quantity
0166500,TOPE MANGUERA COMPLETO,14.605849999999998,0166500,EUR,UN,0.0
0174600,"JUNTA METAL GOMA 1""",1.1368,0174600,EUR,UN,0.0
0201100,VALVULA DE ESFERA 1/4'M-H MAR.,11.72325,0201100,EUR,UN,0.0
0230000I,TORNILLO DIN 912 M 8X25-INOX,0.2842,0230000I,EUR,UN,0.0
0232500I,TORNILLO DIN 931 M 10X 40-INOX,0.6089999999999999,0232500I,EUR,UN,0.0
0232800I,"ARANDELA DENTADA DIN6797 J12,5",0.06089999999999999,0232800I,EUR,UN,0.0
0240200I,TORNILLO DIN 912 M 6X20-INOX,0.21314999999999998,0240200I,EUR,UN,0.0
0242600I,TORNILLO DIN 912 M 6X25-INOX,0.21314999999999998,0242600I,EUR,UN,0.0
0245800,ARANDELA SEGURIDAD DIN 6799 D10,0.21314999999999998,0245800,EUR,UN,0.0
0246300,ARANDELA SEGURIDAD DIN 6799 D 5,0.21314999999999998,0246300,EUR,UN,0.0
0246400I,TORNILLO DIN 912 M 6X30-INOX,0.21314999999999998,0246400I,EUR,UN,0.0
0250500,ANILLO SEGURIDAD DIN 471 E 15,0.0812,0250500,EUR,UN,0.0
0250600I,TUERCA DIN 934 M12 INOX,0.29434999999999995,0250600I,EUR,UN,0.0
0250700I,ARANDELA PLANA DIN125 D12 INOX,0.21314999999999998,0250700I,EUR,UN,0.0
0251400I,TORNILLO DIN 933 M 8X 35-INOX,0.30449999999999994,0251400I,EUR,UN,0.0
0253000,JUNTA TORICA 10 X2.5,0.21314999999999998,0253000,EUR,UN,0.0
0253600,ARANDELA COBRE 14  X20  X2,0.37554999999999994,0253600,EUR,UN,0.0
0254800I,ANILLO SEGURIDAD DIN 471 E 10,0.21314999999999998,0254800I,EUR,UN,0.0
0255800I,TORNILLO DIN 933 M 10X 20-INOX,0.36539999999999995,0255800I,EUR,UN,0.0
0258200,JUNTA TORICA 17X2.5,0.21314999999999998,0258200,EUR,UN,0.0
0258300,"CODO F92   3/4"" M-H",2.6670000000000003,0258300,EUR,UN,0.0
0258300I,"CODO F92   3/4"" M-H INOX",8.7696,0258300I,EUR,UN,0.0
0260100,TAPON HEMBRA F300 3/4',2.7811,0260100,EUR,UN,0.0
0260800,TE 90º72F130   3/4,3.4814499999999997,0260800,EUR,UN,0.0
0260800I,"TE 90ºF130 3/4""INOX",12.545399999999999,0260800I,EUR,UN,0.0
0261000I,"ENLACE F331   3/4"" M-H INOX",32.2973,0261000I,EUR,UN,0.0
0261400,TAPON HEMBRA F300 1/2,2.2228499999999998,0261400,EUR,UN,0.0
0264700,CODO F92 1 1/4  M-H,7.780500000000001,0264700,EUR,UN,0.0
0264800,TAPON HEMBRA F300 1 1/4  CROM.,6.678000000000001,0264800,EUR,UN,0.0
0266200,"CRUZ F180   3/4"" IG.",14.484049999999998,0266200,EUR,UN,0.0
0267800I,"CODO F90 1 1/4"" H-H INOX",15.062599999999998,0267800I,EUR,UN,0.0
0268500,ANILLO SEGURIDAD DIN 472 I 35,0.26389999999999997,0268500,EUR,UN,0.0
0271300I,TORNILLO DIN 933 M 8X 20-INOX,0.21314999999999998,0271300I,EUR,UN,0.0
0273700,MACHON F280 1,2.7720000000000002,0273700,EUR,UN,0.0
0280002,MANGO,2.0096999999999996,0280002,EUR,UN,0.0
0280003,EJE MANGO,2.7709499999999996,0280003,EUR,UN,0.0
0282200I,ANILLO SEGURIDAD DIN 471 E 25,0.5277999999999999,0282200I,EUR,UN,0.0
0283100,ANILLO SEGURIDAD DIN 471 E 20,0.21314999999999998,0283100,EUR,UN,0.0
0283100I,ANILLO SEGURIDAD DIN 471 E 20I,0.76125,0283100I,EUR,UN,0.0
0283400I,TORNILLO DIN 912 M 8X10-INOX,0.3248,0283400I,EUR,UN,0.0
0284499,SOPORTE CON CASQUILLO,63.34614999999999,0284499,EUR,UN,0.0
0287100I,"CODO F92 3/8""M-H INOX",5.887,0287100I,EUR,UN,0.0
0295700,JUNTA TORICA  14.15X2.62,0.21314999999999998,0295700,EUR,UN,0.0
0295800,JUNTA TORICA 22X2.5,0.21314999999999998,0295800,EUR,UN,0.0
0296200,PASAMUROS E 2-4 D15.5 CERRADO,0.5176499999999999,0296200,EUR,UN,0.0
0296700I,ARANDELA PLANA DIN125 D 5 INOX,0.21314999999999998,0296700I,EUR,UN,0.0
0297800I,TORNILLO DIN 912 M 6X10-INOX,0.12179999999999998,0297800I,EUR,UN,0.0
0300700I,TORNILLO DIN 933 M 8X 16-INOX,0.21314999999999998,0300700I,EUR,UN,0.0
0301900I,TORNILLO DIN 912 M 8X20-INOX,0.3451,0301900I,EUR,UN,0.0
0302000I,TORNILLO DIN 912 M 8X30-INOX,0.30449999999999994,0302000I,EUR,UN,0.0
0303600I,TORNILLO DIN 912 M10X25-INOX,0.45675,0303600I,EUR,UN,0.0
0306800I,TUERCA DIN 934 M 8 INOX,0.21314999999999998,0306800I,EUR,UN,0.0
0308600I,PITON ROSCA.DIN913 M 8X30 INOX,0.24359999999999996,0308600I,EUR,UN,0.0
0314100,RESORTE DE COMPRESION INOX.,0.9135,0314100,EUR,UN,0.0
0314500I,TORNILLO DIN 931 M10X100-INOX,1.9386499999999998,0314500I,EUR,UN,0.0
0315500I,TORNILLO DIN 933 M 6X 16-INOX,0.21314999999999998,0315500I,EUR,UN,0.0
0315900,BOLA ACERO DIN 5401 D11   INOX,1.4108499999999997,0315900,EUR,UN,0.0
0321700I,TORNILLO DIN 912 M 6X16-INOX,0.21314999999999998,0321700I,EUR,UN,0.0
0327400I,"CODO F90 3/4""H-H INOX",7.21665,0327400I,EUR,UN,0.0
0328600I,"MACHON F280 3/4""INOX",6.12045,0328600I,EUR,UN,0.0
0328700,TUERCA DIN 934 M10,0.21314999999999998,0328700,EUR,UN,0.0
0328700I,TUERCA DIN 934 M10 INOX,0.21314999999999998,0328700I,EUR,UN,0.0
0330200I,TORNILLO DIN 933 M8X 30 INOX,0.2842,0330200I,EUR,UN,0.0
0331700,CODO F92 1      M-H,4.452000000000001,0331700,EUR,UN,0.0
0335900I,TORNILLO DIN 912 M 8X35-INOX,0.3451,0335900I,EUR,UN,0.0
0339800,SOPORTE ANTIVIBRATOR.D 60 M10,10.444349999999998,0339800,EUR,UN,0.0
0340300,"RACOR MACHO KR 3/8""",1.4818999999999998,0340300,EUR,UN,0.0
0357600I,ARANDELA MUELLE DIN127 D12INOX,0.21314999999999998,0357600I,EUR,UN,0.0
0362900I,TORNILLO DIN 912 M10X20-INOX,0.40599999999999997,0362900I,EUR,UN,0.0
0363200,TACO ANCLAJE D12X60,0.24359999999999996,0363200,EUR,UN,0.0
0363600I,ARANDELA MUELLE DIN127 D 8INOX,0.21314999999999998,0363600I,EUR,UN,0.0
0364700I,TUERCA DIN 934 M5 INOX,0.21314999999999998,0364700I,EUR,UN,0.0
0365100I,TORNILLO DIN 933 M 10X 25-INOX,0.39585,0365100I,EUR,UN,0.0
0367000I,TORNILLO DIN 912 M 6X60 INOX,0.35524999999999995,0367000I,EUR,UN,0.0
0368400,MANGUITO F270 3/8 H,3.0043999999999995,0368400,EUR,UN,0.0
0378100I,TORNILLO DIN 933 M 6X 35-INOX,0.21314999999999998,0378100I,EUR,UN,0.0
0378500I,TUERCA DIN 934 M16 INOX,0.5075,0378500I,EUR,UN,0.0
0379000,VALVULA DE RETENCION 1/4'',10.962,0379000,EUR,UN,0.0
0379400,"TE 90°F130R   1/2""-3/4""-  1/2""",8.038799999999998,0379400,EUR,UN,0.0
0379500I,PITON ROSCA.DIN913 M 6X12 INOX,0.050749999999999997,0379500I,EUR,UN,0.0
0379800I,TORNILLO DIN 933 M 10X 45-INOX,0.55825,0379800I,EUR,UN,0.0
0380300I,TORNILLO DIN 933 M 12X 25-INOX,0.6293,0380300I,EUR,UN,0.0
0381000,TE 90 F130 R1   -1/2  1,7.80535,0381000,EUR,UN,0.0
0390000,TORNILLO DIN 570 D 8X 60,0.22329999999999997,0390000,EUR,UN,0.0
0390400I,TORNILLO DIN 933 M 10X 60-INOX,0.76125,0390400I,EUR,UN,0.0
0390500I,ARANDELA MUELLE DIN127 D10INOX,0.21314999999999998,0390500I,EUR,UN,0.0
0390700I,TUERCA DIN 934 M 4 INOX,0.21314999999999998,0390700I,EUR,UN,0.0
0396200,ANILLO SEGURIDAD DIN 471 E 30,0.23345,0396200,EUR,UN,0.0
0396200I,ANILLO SEGURIDAD DIN 471 E 30,0.8931999999999999,0396200I,EUR,UN,0.0
0396300I,TORNILLO DIN 933 M 6X 20-INOX,0.21314999999999998,0396300I,EUR,UN,0.0
0397300I,ANILLO SEGURIDAD DIN 471 E 40,3.3900999999999994,0397300I,EUR,UN,0.0
0397400,"ARANDELA MUELLE DIN137 A 3,2",0.21314999999999998,0397400,EUR,UN,0.0
0399400I,ARANDELA MUELLE DIN127 D 6INOX,0.21314999999999998,0399400I,EUR,UN,0.0
0400800I,ARANDELA PLANA DIN125 D14 INOX,0.21314999999999998,0400800I,EUR,UN,0.0
0402300I,TORNILLO DIN 84 M 4X20 INOX,0.21314999999999998,0402300I,EUR,UN,0.0
0405700I,TORNILLO DIN 84 M 4X10 INOX,0.21314999999999998,0405700I,EUR,UN,0.0
0405800I,TORNILLO DIN 933 M 6X 25-INOX,0.21314999999999998,0405800I,EUR,UN,0.0
0407900,ANILLO SEGURIDAD DIN 471 E 16,0.21314999999999998,0407900,EUR,UN,0.0
0407900I,ANILLO SEGURIDAD DIN 471 E 16,0.40599999999999997,0407900I,EUR,UN,0.0
0416500I,TUERCA AUTOBLOC.DIN985 M10INOX,0.21314999999999998,0416500I,EUR,UN,0.0
0416600I,TUERCA AUTOBLOC.DIN985 M12INOX,0.3248,0416600I,EUR,UN,0.0
0416700I,TUERCA AUTOBLOC.DIN985 M16INOX,0.65975,0416700I,EUR,UN,0.0
0422200,JUNTA TORICA 12X2,0.21314999999999998,0422200,EUR,UN,0.0
0423100I,TUERCA AUTOBLOC.DIN985 M 8INOX,0.21314999999999998,0423100I,EUR,UN,0.0
0426405,REMACHE ROSCADO M 6 AC.C-AV.AB,0.22329999999999997,0426405,EUR,UN,0.0
0426406,REMACHE ROSCADO M 8 AC.C-AV.AB,0.40599999999999997,0426406,EUR,UN,0.0
0427700,ARANDELA AC.13  X 50  X7,16.260299999999997,0427700,EUR,UN,0.0
0428400I,TORNILLO DIN 933 M 12X 30-INOX,0.61915,0428400I,EUR,UN,0.0
0428500I,TORNILLO DIN 7991 M10X30-INOX,0.63945,0428500I,EUR,UN,0.0
0435400,ANILLO SEGURIDAD DIN 472 I 72,0.65975,0435400,EUR,UN,0.0
0435500,ANILLO SEGURIDAD DIN 471 E 35,0.3248,0435500,EUR,UN,0.0
0435500I,ANILLO SEGURIDAD DIN 471 E 35 INOX,2.89275,0435500I,EUR,UN,0.0
0435800,RODAMIENTO 17X47X12  LR203NPPU,4.871999999999999,0435800,EUR,UN,0.0
0439500I,TORNILLO DIN 931 M 6X 60-INOX,0.2205,0439500I,EUR,UN,0.0
0439600I,TORNILLO DIN 933 M 6X 30-INOX,0.21314999999999998,0439600I,EUR,UN,0.0
0439900I,TORNILLO DIN 912 M 5X16-INOX,0.21314999999999998,0439900I,EUR,UN,0.0
0440000,ARANDELA DENTADA DIN6797 J 5.1,0.01015,0440000,EUR,UN,0.0
0440100I,TORNILLO DIN 7991 M 8X20-INOX,0.21314999999999998,0440100I,EUR,UN,0.0
0446500I,TORNILLO DIN 933 M 6X 10-INOX,0.21314999999999998,0446500I,EUR,UN,0.0
0446600I,TORNILLO DIN 912 M 5X25-INOX,0.21314999999999998,0446600I,EUR,UN,0.0
0446700I,TORNILLO DIN 912 M10X30-INOX,0.4770499999999999,0446700I,EUR,UN,0.0
0448700I,TUERCA AUTOBLOC.DI0N985 M 4INOX,0.21314999999999998,0448700I,EUR,UN,0.0
0452500,VALVULA DE RETENCION 1 1/2  AGUA,33.819799999999994,0452500,EUR,UN,0.0
0454000,TUERCA KALEI M 8,0.40599999999999997,0454000,EUR,UN,0.0
0457200I,TORNILLO DIN 931 M 10X 50-INOX,0.9540999999999998,0457200I,EUR,UN,0.0
0457700I,TORNILLO DIN 933 M 16X 40-INOX,1.9386499999999998,0457700I,EUR,UN,0.0
0467500I,TORNILLO DIN 84 M 4X16 INOX,0.21314999999999998,0467500I,EUR,UN,0.0
0467600,ARANDELA PLANA DIN125 D 4,0.21314999999999998,0467600,EUR,UN,0.0
0467600I,ARANDELA PLANA DIN125 D 4 INOX,0.21314999999999998,0467600I,EUR,UN,0.0
0468100I,TORNILLO DIN 933 M 10X 80-INOX,0.8221499999999999,0468100I,EUR,UN,0.0
0469900,"VALVULA DE CIERRE C/PURGA 1/4""",15.762949999999998,0469900,EUR,UN,0.0
0470200,ARANDELA PLANA DIN125 D  6,0.21314999999999998,0470200,EUR,UN,0.0
0470200I,ARANDELA PLANA DIN125 D 6 INOX,0.21314999999999998,0470200I,EUR,UN,0.0
0470500I,TORNILLO DIN 931 M 8X 55-INOX,0.7104999999999999,0470500I,EUR,UN,0.0
0470700I,TORNILLO DIN 912 M 8X16-INOX,0.31465,0470700I,EUR,UN,0.0
0476300,ANILLO SEGURIDAD DIN 471 E  8,0.21314999999999998,0476300,EUR,UN,0.0
0479000,"REMACHE D 4,8X 7,4 ALUM.C-ABOM",0.0315,0479000,EUR,UN,0.0
0482100I,TORNILLO DIN 912 M 5X20-INOX,0.21314999999999998,0482100I,EUR,UN,0.0
0487600,TOPE ELASTICO,20.797349999999998,0487600,EUR,UN,0.0
0487700I,TORNILLO DIN 912 M 5X30-INOX34SC,0.21314999999999998,0487700I,EUR,UN,0.0
0488600I,TORNILLO DIN 7991 M 6X10-INOX,0.21314999999999998,0488600I,EUR,UN,0.0
0489200,ARANDELA SEGURIDAD DIN6799 D 7,0.21314999999999998,0489200,EUR,UN,0.0
0492500,ARANDELA DENTADA DIN6797 A 4.3,0.0105,0492500,EUR,UN,0.0
0493500I,TORNILLO DIN 933 M 10X 35-INOX,0.4669,0493500I,EUR,UN,0.0
0494900I,TORNILLO DIN 933 M12X 20-INOX,0.5075,0494900I,EUR,UN,0.0
0496600,CAJA CARTON 450X225X500 ANAGR.,6.313299999999999,0496600,EUR,UN,0.0
0497000I,ARANDELA AC.11  X 25  X3  INOX,2.0705999999999998,0497000I,EUR,UN,0.0
0497500,JUNTA TORICA 106   X2,0.49734999999999996,0497500,EUR,UN,0.0
0498200I,PITON ROSCA.DIN913 M 8X25 INOX,0.21314999999999998,0498200I,EUR,UN,0.0
0499800,PITON ROSCA.DIN914 M 4X 6,0.21314999999999998,0499800,EUR,UN,0.0
0501100I,TORNILLO DIN 84 M 5X 8 INOX,0.21314999999999998,0501100I,EUR,UN,0.0
0501200I,TORNILLO DIN 84 M 5X16 INOX,0.21314999999999998,0501200I,EUR,UN,0.0
0501800I,TORNILLO DIN 84 M 4X 6 INOX,0.21314999999999998,0501800I,EUR,UN,0.0
0503800I,PITON ROSCA.DIN913 M10X45 INOX,0.6800499999999999,0503800I,EUR,UN,0.0
0505400I,ARANDELA MUELLE DIN127 D14 INOX,0.21314999999999998,0505400I,EUR,UN,0.0
0507400,TAPON MACHO F290 1,2.2680000000000002,0507400,EUR,UN,0.0
0508400,"ARANDELA GOMA  8  X18  X4,5",1.0048499999999998,0508400,EUR,UN,0.0
0508700,"TAPON ROSCADO DIN 906 KR 1/2""",1.5529499999999998,0508700,EUR,UN,0.0
0512200I,TORNILLO DIN 933 M 10X 30-INOX,0.44659999999999994,0512200I,EUR,UN,0.0
0512900I,TORNILLO DIN 933 M 8X100-INOX,0.63945,0512900I,EUR,UN,0.0
0514200,VALVULA DE ESFERA 3/4 M-H MAR.,16.950499999999998,0514200,EUR,UN,0.0
0515000,CAJA CARTON 380X90X120 ANAGR.,8.9523,0515000,EUR,UN,0.0
0516300,ANILLO SEGURIDAD DIN 472 I 62,0.5684,0516300,EUR,UN,0.0
0516300I,ANILLO SEGURIDAD DIN 472 I 62 INOX.,4.27924,0516300I,EUR,UN,0.0
0518000,"ARANDELA AC.25,5X 40  X3  INOX",2.79125,0518000,EUR,UN,0.0
0519700I,"ARANDELA AC. 6,5X 25  X3 C/AV.",2.50705,0519700I,EUR,UN,0.0
0519900I,TORNILLO DIN 7991 M 6X16-INOX,0.21314999999999998,0519900I,EUR,UN,0.0
0520000,"TAPON ROSCADO DIN 906 KR 1/4""",0.76125,0520000,EUR,UN,0.0
0526200I,TORNILLO DIN 933 M 8X 80-INOX,0.5277999999999999,0526200I,EUR,UN,0.0
0526300I,TORNILLO DIN 933 M 8X 60-INOX,0.4161499999999999,0526300I,EUR,UN,0.0
0526900,"VALVULA DE ESFERA 1""  H-H PAL.",18.077149999999996,0526900,EUR,UN,0.0
0529000I,TORNILLO DIN 7991 M 8X25-INOX,0.21314999999999998,0529000I,EUR,UN,0.0
0539400,PITON ROSCA.DIN913 M6X10,0.21314999999999998,0539400,EUR,UN,0.0
0542300I,TORNILLO DIN 933 M 6X 12-INOX,0.21314999999999998,0542300I,EUR,UN,0.0
0544500I,TORNILLO DIN 7991 M 6X20-INOX,0.21314999999999998,0544500I,EUR,UN,0.0
0548200,TORNILLO MARIPOSA M6X20,1.2179999999999997,0548200,EUR,UN,0.0
0549800I,ARANDELA PLANA DIN125 D18 INOX,0.24359999999999996,0549800I,EUR,UN,0.0
0555600I,TORNILLO ANCLAJE D12X100 INOX,3.2987499999999996,0555600I,EUR,UN,0.0
0556300,TUERCA KALEI M10,0.7003499999999999,0556300,EUR,UN,0.0
0559400I,TORNILLO DIN 912 M 4X 10-INOX,0.21314999999999998,0559400I,EUR,UN,0.0
0560200I,TORNILLO DIN 7991 M 4X16-INOX,0.21314999999999998,0560200I,EUR,UN,0.0
0565800I,TORNILLO ANCLAJE D10X 60 INOX,1.7153499999999997,0565800I,EUR,UN,0.0
0565900I,TUERCA AUTOBLOC.DIN985 M20INOX,2.2533,0565900I,EUR,UN,0.0
0566500,TORNILLO DIN 933 M 12X 40-8.8,0.3675,0566500,EUR,UN,0.0
0566500I,TORNILLO DIN 933 M 12X 40-INOX,0.7206499999999999,0566500I,EUR,UN,0.0
0566600I,TORNILLO DIN 912 M 6X35-INOX,0.21314999999999998,0566600I,EUR,UN,0.0
0570800,COJINETE AUTOL.B-16-22-25/28-3,7.644000000000001,0570800,EUR,UN,0.0
0571000,COJINETE AUTOL.B-25-32-25/40-4,9.775500000000001,0571000,EUR,UN,0.0
0572900,AMORTIGUADOR N290 L262 C135,138.41555,0572900,EUR,UN,0.0
0574100,CAJA CARTON 340X340X780 ANAGR.,11.794299999999998,0574100,EUR,UN,0.0
0574200,CAJA CARTON 400X400X170 ANAGR.,7.044099999999999,0574200,EUR,UN,0.0
0574300,CAJA CARTON 580X485X870 ANAGR.,11.774,0574300,EUR,UN,0.0
0574400,CAJA CARTON 330X160X160 ANAGR.,2.7201999999999997,0574400,EUR,UN,0.0
0575500,"TAPON ROSCADO DIN 906 KR 1/8""",0.6496,0575500,EUR,UN,0.0
0579400I,TORNILLO DIN 7991 M 8X16-INOX,0.21314999999999998,0579400I,EUR,UN,0.0
0580100I,TORNILLO DIN 933 M 4X 10-INOX,0.21314999999999998,0580100I,EUR,UN,0.0
0586400,POMO,5.389649999999999,0586400,EUR,UN,0.0
0586600I,PITON ROSCA.DIN914 M 6X10 INOX,0.21314999999999998,0586600I,EUR,UN,0.0
0586900,"RACOR REDUCCION  1/4""-1/8""M-H",1.3804,0586900,EUR,UN,0.0
0589100,PRENSAESTOPAS M20 METALICO,5.074999999999999,0589100,EUR,UN,0.0
0592200,TERMINAL REDONDO D 6 AMARILLO,0.29434999999999995,0592200,EUR,UN,0.0
0598700,CAJA CARTON 480X200X230 ANAGR.,3.7047499999999998,0598700,EUR,UN,0.0
0599400,BOLSA PLASTICO 160X230,0.21314999999999998,0599400,EUR,UN,0.0
0599500,BOLSA PLASTICO 110X180,0.21314999999999998,0599500,EUR,UN,0.0
0599900I,TORNILLO DIN 7991 M10X20-INOX,0.29434999999999995,0599900I,EUR,UN,0.0
0612100I,TORNILLO DIN 912 M 6X40-INOX,0.21314999999999998,0612100I,EUR,UN,0.0
0612500I,TORNILLO DIN 933 M 6X 40-INOX,0.21314999999999998,0612500I,EUR,UN,0.0
0613000I,TORNILLO DIN 933 M 8X 10-INOX,0.21314999999999998,0613000I,EUR,UN,0.0
0616900I,PITON ROSCA.DIN 913 M 8X50 INOX,0.6698999999999999,0616900I,EUR,UN,0.0
0617500,TOPE PROGRESIVO D30X30 M 6-M,14.86975,0617500,EUR,UN,0.0
0617700I,TUERCA AUTOBLOC.DIN985 M 6INOX,0.21314999999999998,0617700I,EUR,UN,0.0
0619200,PINZA SUJECION PVC D20,0.9743999999999998,0619200,EUR,UN,0.0
0619900,"RACOR MACHO KR 1/4""",1.08605,0619900,EUR,UN,0.0
0620000,"RACOR CODO  6/4 -KR 1/8""M",1.89805,0620000,EUR,UN,0.0
0620200,RACOR CODO  8/6-KR 1/4 M,2.1721,0620200,EUR,UN,0.0
0620300,RACOR RECTO 6/4 -KR 1/4  M,1.6747499999999997,0620300,EUR,UN,0.0
0620400,RACOR MACHO KR 1/8',0.7307999999999999,0620400,EUR,UN,0.0
0620600,"RACOR CODO  8/6 -KR 1/8""M",1.9183499999999998,0620600,EUR,UN,0.0
0624800I,TORNILLO DIN 7991 M 5X20-INOX,0.21314999999999998,0624800I,EUR,UN,0.0
0624900,TUERCA AUTOBLOC.DIN985 M5,0.21314999999999998,0624900,EUR,UN,0.0
0624900I,TUERCA AUTOBLOC.DIN985 M 5INOX,0.21314999999999998,0624900I,EUR,UN,0.0
0625700,"MANOMETRO 0-10 BAR D 53-1/8""",10.4748,0625700,EUR,UN,0.0
0626100I,TORNILLO DIN 912 M 8X50-INOX,0.3857,0626100I,EUR,UN,0.0
0629000,TACO ANCLAJE D 6X30,0.21314999999999998,0629000,EUR,UN,0.0
0629600,"FILTRO DE AGUA F150   3/4""",12.626599999999998,0629600,EUR,UN,0.0
0629900,"BOQUILLA 1/4 PVDF  3- 3,86-60",3.6235499999999994,0629900,EUR,UN,0.0
0632300I,TORNILLO DIN 912 M 5X35-INOX,0.21314999999999998,0632300I,EUR,UN,0.0
0632400I,ARANDELA MUELLE DIN127 D 5INOX,0.21314999999999998,0632400I,EUR,UN,0.0
0635400I,TORNILLO DIN 912 M 5X45-INOX,0.21314999999999998,0635400I,EUR,UN,0.0
0637100I,TORNILLO DIN 933 M 12X 35-INOX,0.6698999999999999,0637100I,EUR,UN,0.0
0641900,ARANDELA COBRE 17  X 21 X 1,0.30449999999999994,0641900,EUR,UN,0.0
0645800I,TORNILLO DIN 933 M 5X 10-INOX,0.21314999999999998,0645800I,EUR,UN,0.0
0646300I,TORNILLO DIN 933 M 5X 25-INOX,0.21314999999999998,0646300I,EUR,UN,0.0
0646800I,ARANDELA AC. 9  X 28  X2  INOX,2.5679499999999997,0646800I,EUR,UN,0.0
0648000,PUNTA DE  1   MM²,0.21314999999999998,0648000,EUR,UN,0.0
0648100,"PUNTA DE 1,5 MM2",0.21314999999999998,0648100,EUR,UN,0.0
0648200,"PUNTA DE  2,5 MM²",0.044863,0648200,EUR,UN,0.0
0648300,PUNTA DE  4   MM²,0.0812,0648300,EUR,UN,0.0
0648500,TERMINAL REDONDO D 4 AZUL (S),0.21314999999999998,0648500,EUR,UN,0.0
0648600,TERMINAL REDONDO D 5 AZUL  (S),0.21314999999999998,0648600,EUR,UN,0.0
0648700,CONECTOR  REDONDO MACHO,0.21314999999999998,0648700,EUR,UN,0.0
0648800,TERMINAL REDONDO HEMBRA,0.26389999999999997,0648800,EUR,UN,0.0
0649400I,PITON ROSCA.DIN913 M 6X20 INOX,0.21314999999999998,0649400I,EUR,UN,0.0
0650300,SEÑALIZADOR DE ANILLA 1,0.021,0650300,EUR,UN,0.0
0650400,SEÑALIZADOR DE ANILLA 2,0.021,0650400,EUR,UN,0.0
0650600,SEÑALIZADOR DE ANILLA 4,0.030449999999999994,0650600,EUR,UN,0.0
0650900,SEÑALIZADOR DE ANILLA 7,0.030449999999999994,0650900,EUR,UN,0.0
0651100,SEÑALIZADOR DE ANILLA 9,0.021,0651100,EUR,UN,0.0
0651200,SEÃ‘ALIZADOR DE ANILLA 0,0.021,0651200,EUR,UN,0.0
0651400,SEÑALIZADOR DE ANILLA V,0.029637999999999998,0651400,EUR,UN,0.0
0654600,TUBO POLIETILENO D 8X 6/ 2410,6.698999999999999,0654600,EUR,UN,0.0
0655100,TUBO POLIAMIDA-12 D 6X 4/  400,1.5834,0655100,EUR,UN,0.0
0655400,TUBO POLIETILENO D 6X 4/  800,2.9435,0655400,EUR,UN,0.0
0655500,TUBO POLIETILENO D 6X 4/ 1400,4.709599999999999,0655500,EUR,UN,0.0
0664400,FUSIBLE CRISTAL  4  A 5X20,0.231,0664400,EUR,UN,0.0
0665000,PORTAFUSIBLE,11.58115,0665000,EUR,UN,0.0
